"filename", "language", "JSON", "Markdown", "JavaScript", "JSON with Comments", "TypeScript", "TypeScript JSX", "XML", "CSS", "comment", "blank", "total"
"/home/bp/Source/fortivector-next/src/lib/components/ui/tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 60, 0, 0, 0, 8, 68
"/home/bp/Source/fortivector-next/src/lib/components/ui/textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 19
"/home/bp/Source/fortivector-next/src/lib/components/ui/toggle-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 66, 0, 0, 0, 8, 74
"/home/bp/Source/fortivector-next/src/lib/components/ui/toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 42, 0, 0, 0, 6, 48
"/home/bp/Source/fortivector-next/src/lib/components/ui/tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 54, 0, 0, 0, 8, 62
"/home/bp/Source/fortivector-next/src/lib/context/user-context.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 18, 0, 0, 1, 7, 26
"/home/bp/Source/fortivector-next/src/lib/defines.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 33, 0, 0, 5, 2, 40
"/home/bp/Source/fortivector-next/src/lib/providers/user-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 33, 0, 0, 1, 5, 39
"/home/bp/Source/fortivector-next/src/lib/schema/database.ts", "TypeScript", 0, 0, 0, 0, 84, 0, 0, 0, 2, 12, 98
"/home/bp/Source/fortivector-next/src/lib/schema/forms.ts", "TypeScript", 0, 0, 0, 0, 70, 0, 0, 0, 0, 17, 87
"/home/bp/Source/fortivector-next/src/lib/schema/views.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"/home/bp/Source/fortivector-next/src/lib/server/db.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"/home/bp/Source/fortivector-next/src/lib/types.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 2, 1, 12
"/home/bp/Source/fortivector-next/src/lib/utils.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"/home/bp/Source/fortivector-next/src/utils/supabase/client.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 8
"/home/bp/Source/fortivector-next/src/utils/supabase/middleware.ts", "TypeScript", 0, 0, 0, 0, 47, 0, 0, 0, 9, 7, 63
"/home/bp/Source/fortivector-next/src/utils/supabase/server.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 3, 4, 39
"/home/bp/Source/fortivector-next/src/utils/utils.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 7, 2, 18
"/home/bp/Source/fortivector-next/tsconfig.json", "JSON with Comments", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 41
"Total", "-", 5675, 23, 16, 564, 678, 5391, 5, 185, 60, 1184, 13781
